女装 | 半身裙 | # --- 10166 | 1031912 | #
办公、文教 | 耗材 | 色带、碳带 --- 67 | 10260 | 1033115
办公、文教 | 耗材 | 碳粉 --- 67 | 10260 | 1033114
办公、文教 | 耗材 | 硒鼓、粉盒 --- 67 | 10260 | 1033116
办公、文教 | 教学模型、器材 | 地理教学器材 --- 67 | 2117 | 1033133
办公、文教 | 教学模型、器材 | 多媒体教学设备 --- 67 | 2117 | 1035985
办公、文教 | 教学模型、器材 | 机电教学器材 --- 67 | 2117 | 1035980
办公、文教 | 教学模型、器材 | 教鞭、激光笔 --- 67 | 2117 | 1033134
办公、文教 | 教学模型、器材 | 扩音机 --- 67 | 2117 | 1032786
办公、文教 | 教学模型、器材 | 其他教学模型、器材 --- 67 | 2117 | 1033129
办公、文教 | 教学模型、器材 | 汽摩类教学器材 --- 67 | 2117 | 1035981
办公、文教 | 教学模型、器材 | 生物教学器材 --- 67 | 2117 | 1035983
办公、文教 | 教学模型、器材 | 数理化教学器材 --- 67 | 2117 | 1035984
办公、文教 | 教学模型、器材 | 医药教学器材 --- 67 | 2117 | 1035982
办公、文教 | 教学演示、展示用品 | # --- 67 | 121542013 | #
办公、文教 | 库存办公、文教用品 | # --- 67 | 290401 | #
办公、文教 | 美术、书法、绘图用品 | 笔架 --- 67 | 2127 | 1035634
办公、文教 | 美术、书法、绘图用品 | 尺子 --- 67 | 2127 | 1033096
办公、文教 | 美术、书法、绘图用品 | 调色用品 --- 67 | 2127 | 1033101
办公、文教 | 美术、书法、绘图用品 | 画笔 --- 67 | 2127 | 1033103
办公、文教 | 美术、书法、绘图用品 | 画夹、画板、画架 --- 67 | 2127 | 1033100
办公、文教 | 美术、书法、绘图用品 | 画纸、画布 --- 67 | 2127 | 1033099
办公、文教 | 美术、书法、绘图用品 | 绘图模板 --- 67 | 2127 | 1033094
办公、文教 | 美术、书法、绘图用品 | 毛笔 --- 67 | 2127 | 1033106
办公、文教 | 美术、书法、绘图用品 | 美术颜料 --- 67 | 2127 | 1033102
办公、文教 | 美术、书法、绘图用品 | 墨砚、文房四宝套件 --- 67 | 2127 | 1733
办公、文教 | 美术、书法、绘图用品 | 其他绘图文具 --- 67 | 2127 | 1033093
办公、文教 | 美术、书法、绘图用品 | 其他美术用品 --- 67 | 2127 | 1033097
办公、文教 | 美术、书法、绘图用品 | 文具配件 --- 67 | 2127 | 2119
办公、文教 | 实验室用品 | 实验室专用设备 --- 67 | 1045707 | 2116
办公、文教 | 书籍、出版物 | 挂历 --- 67 | 1045647 | 10453
办公、文教 | 书籍、出版物 | 库存图书 --- 67 | 1045647 | 1034098
办公、文教 | 书籍、出版物 | 期刊、报纸 --- 67 | 1045647 | 3413
办公、文教 | 书籍、出版物 | 书籍 --- 67 | 1045647 | 1042687
办公、文教 | 书籍、出版物 | 图片、画册 --- 67 | 1045647 | 3410
办公、文教 | 书写工具 | 白板笔 --- 67 | 81 | 122646002
办公、文教 | 书写工具 | 宝珠笔、签字笔 --- 67 | 81 | 122664001
办公、文教 | 书写工具 | 笔配件 --- 67 | 81 | 1033105
办公、文教 | 书写工具 | 粉笔 --- 67 | 81 | 1033123
办公、文教 | 书写工具 | 钢笔 --- 67 | 81 | 1033110
办公、文教 | 书写工具 | 活动铅笔 --- 67 | 81 | 122638004
办公、文教 | 书写工具 | 记号笔 --- 67 | 81 | 1033107
办公、文教 | 书写工具 | 礼品笔 --- 67 | 81 | 122638005
办公、文教 | 书写工具 | 其他笔类 --- 67 | 81 | 1033104
办公、文教 | 书写工具 | 铅笔 --- 67 | 81 | 1033112
办公、文教 | 书写工具 | 书写油墨 --- 67 | 81 | 122626002
办公、文教 | 书写工具 | 台笔 --- 67 | 81 | 124256007
办公、文教 | 书写工具 | 替芯、笔芯 --- 67 | 81 | 122662001
办公、文教 | 书写工具 | 荧光笔 --- 67 | 81 | 1033108
办公、文教 | 书写工具 | 圆珠笔、中油笔 --- 67 | 81 | 1033111
办公、文教 | 书写工具 | 中性笔 --- 67 | 81 | 1033109
办公、文教 | 图书代理加盟 | # --- 67 | 1034096 | #
办公、文教 | 文化办公设备 | 裁纸机 --- 67 | 10061 | 1033120
办公、文教 | 文化办公设备 | 传真机 --- 67 | 10061 | 50908
办公、文教 | 文化办公设备 | 打字机、刻字机 --- 67 | 10061 | 10337
办公、文教 | 文化办公设备 | 复印机 --- 67 | 10061 | 2104
办公、文教 | 文化办公设备 | 过塑机、塑封机 --- 67 | 10061 | 1032530
办公、文教 | 文化办公设备 | 绘图机 --- 67 | 10061 | 2108
办公、文教 | 文化办公设备 | 考勤机 --- 67 | 10061 | 2106
办公、文教 | 文化办公设备 | 喷绘机 --- 67 | 10061 | 1036614
办公、文教 | 文化办公设备 | 其他文化办公设备 --- 67 | 10061 | 1032527
办公、文教 | 文化办公设备 | 晒图机 --- 67 | 10061 | 1033118
办公、文教 | 文化办公设备 | 视讯会议系统 --- 67 | 10061 | 2109
办公、文教 | 文化办公设备 | 碎纸机 --- 67 | 10061 | 2105
办公、文教 | 文化办公设备 | 投影机 --- 67 | 10061 | 160
办公、文教 | 文化办公设备 | 一体机办公设备 --- 67 | 10061 | 1033569
办公、文教 | 学习类电子产品 | 点读机、点读笔 --- 67 | 1045523 | 1045525
办公、文教 | 学习类电子产品 | 电子词典 --- 67 | 1045523 | 1045526
办公、文教 | 学习类电子产品 | 复读机 --- 67 | 1045523 | 1045524
办公、文教 | 学习类电子产品 | 其他学习机 --- 67 | 1045523 | 1045527
办公、文教 | 学习文具 | 笔袋 --- 67 | 2111 | 1031744
办公、文教 | 学习文具 | 笔筒 --- 67 | 2111 | 1033087
办公、文教 | 学习文具 | 卷笔刀、削笔器 --- 67 | 2111 | 1033090
办公、文教 | 学习文具 | 看书架 --- 67 | 2111 | 1041667
办公、文教 | 学习文具 | 墨水 --- 67 | 2111 | 1033092
办公、文教 | 学习文具 | 其他学习文具 --- 67 | 2111 | 1033086
办公、文教 | 学习文具 | 书立 --- 67 | 2111 | 1033091
办公、文教 | 学习文具 | 书签 --- 67 | 2111 | 1036616
办公、文教 | 学习文具 | 书套 --- 67 | 2111 | 1040573
办公、文教 | 学习文具 | 文具盒 --- 67 | 2111 | 1033088
办公、文教 | 学习文具 | 文具套装 --- 67 | 2111 | 1033089
办公、文教 | 学习文具 | 橡皮擦 --- 67 | 2111 | 1033061
办公、文教 | 学习文具 | 修正带 --- 67 | 2111 | 1033062
办公、文教 | 学习文具 | 修正液 --- 67 | 2111 | 1033063
办公、文教 | 学习文具 | 圆规 --- 67 | 2111 | 1033095
办公、文教 | 易拉得、易拉扣 | # --- 67 | 1038778 | #
办公、文教 | 艺术收藏 | # --- 67 | 121542012 | #
办公、文教 | 音像制品 | CD --- 67 | 82 | 1034209
办公、文教 | 音像制品 | DVD --- 67 | 82 | 1034206
办公、文教 | 音像制品 | VCD --- 67 | 82 | 1034207
办公、文教 | 音像制品 | 库存音像制品 --- 67 | 82 | 1034099
办公、文教 | 音像制品 | 录像带 --- 67 | 82 | 1034208
办公、文教 | 音像制品 | 录音带 --- 67 | 82 | 1034210
办公、文教 | 音像制品 | 其他音像制品 --- 67 | 82 | 1034205
办公、文教 | 音像制品代理加盟 | # --- 67 | 1034097 | #
办公、文教 | 展示用品 | 白板 --- 67 | 2129 | 1033126
办公、文教 | 展示用品 | 白板磁粒 --- 67 | 2129 | 123106001
办公、文教 | 展示用品 | 板擦 --- 67 | 2129 | 1033124
办公、文教 | 展示用品 | 磁性板 --- 67 | 2129 | 1033125
办公、文教 | 展示用品 | 黑板 --- 67 | 2129 | 1033128
办公、文教 | 展示用品 | 绿板 --- 67 | 2129 | 1033127
办公、文教 | 展示用品 | 其他展示用品 --- 67 | 2129 | 1033122
办公、文教 | 展示用品 | 撕名牌贴 --- 67 | 2129 | 124190005
办公、文教 | 展示用品 | 证件卡、挂绳 --- 67 | 2129 | 123102002
办公、文教 | 纸品本册 | 笔记本、记事本 --- 67 | 10336 | 1033085
办公、文教 | 纸品本册 | 便签本 --- 67 | 10336 | 1033079
办公、文教 | 纸品本册 | 电话本、通讯录 --- 67 | 10336 | 1033083
办公、文教 | 纸品本册 | 活页本、活页替芯 --- 67 | 10336 | 1033077
办公、文教 | 纸品本册 | 奖状、证书 --- 67 | 10336 | 2120
办公、文教 | 纸品本册 | 其他簿、本、册 --- 67 | 10336 | 1033076
办公、文教 | 纸品本册 | 同学录、毕业纪念册 --- 67 | 10336 | 1045653
办公、文教 | 纸品本册 | 万用手册、工作手册 --- 67 | 10336 | 1033081
办公、文教 | 纸品本册 | 信纸、信封 --- 67 | 10336 | 1033078
办公、文教 | 纸品本册 | 指示标签、手写标签 --- 67 | 10336 | 122772002
办公、文教 | 装订、胶粘、桌面用品 | 办公剪刀 --- 67 | 2113 | 1033066
办公、文教 | 装订、胶粘、桌面用品 | 裁纸刀 --- 67 | 2113 | 1033067
办公、文教 | 装订、胶粘、桌面用品 | 打孔机 --- 67 | 2113 | 1033074
办公、文教 | 装订、胶粘、桌面用品 | 大头针 --- 67 | 2113 | 1033069
办公、文教 | 装订、胶粘、桌面用品 | 订书机、起钉器 --- 67 | 2113 | 1033075
办公、文教 | 装订、胶粘、桌面用品 | 订书针 --- 67 | 2113 | 1033072
办公、文教 | 装订、胶粘、桌面用品 | 固体胶、胶水 --- 67 | 2113 | 1033059
办公、文教 | 装订、胶粘、桌面用品 | 回形针 --- 67 | 2113 | 1033071
办公、文教 | 装订、胶粘、桌面用品 | 计算器 --- 67 | 2113 | 10335
办公、文教 | 装订、胶粘、桌面用品 | 胶带座 --- 67 | 2113 | 1033057
办公、文教 | 装订、胶粘、桌面用品 | 美工刀 --- 67 | 2113 | 1033065
办公、文教 | 装订、胶粘、桌面用品 | 其他裁剪用品 --- 67 | 2113 | 1033064
办公、文教 | 装订、胶粘、桌面用品 | 其他装订、胶粘用品 --- 67 | 2113 | 1033068
办公、文教 | 装订、胶粘、桌面用品 | 台历 --- 67 | 2113 | 3411
办公、文教 | 装订、胶粘、桌面用品 | 图钉 --- 67 | 2113 | 1033070
办公、文教 | 装订、胶粘、桌面用品 | 长尾夹、装订夹 --- 67 | 2113 | 1033073
办公、文教 | 装订、胶粘、桌面用品 | 自动号码机 --- 67 | 2113 | 124256006
包装 | 包装产品代理加盟 | # --- 68 | 1031809 | #
包装 | 包装辅助物 | 胶垫 --- 68 | 1042727 | 1036291
包装 | 包装辅助物 | 金属盖 --- 68 | 1042727 | 1033030
包装 | 包装辅助物 | 木塞 --- 68 | 1042727 | 1033012
包装 | 包装辅助物 | 塑料盖 --- 68 | 1042727 | 1033017
包装 | 包装制品配附件 | # --- 68 | 165 | #
包装 | 标签、标牌 | 不干胶标签 --- 68 | 84 | 10454
包装 | 标签、标牌 | 铭牌 --- 68 | 84 | 1032984
包装 | 标签、标牌 | 其他标签、标牌 --- 68 | 84 | 1032983
包装 | 标签、标牌 | 塑料、塑胶标签 --- 68 | 84 | 1032985
包装 | 标签、标牌 | 纸类标签 --- 68 | 84 | 1032986
包装 | 玻璃包装材料 | # --- 68 | 1033001 | #
包装 | 玻璃包装容器 | 玻璃罐 --- 68 | 121564003 | 121578002
包装 | 玻璃包装容器 | 玻璃瓶 --- 68 | 121564003 | 121566004
包装 | 玻璃包装容器 | 其他玻璃包装容器 --- 68 | 121564003 | 121582002
包装 | 布类包装材料 | # --- 68 | 1033763 | #
包装 | 布类包装袋 | 绸布袋 --- 68 | 1047293 | 122330003
包装 | 布类包装袋 | 涤纶布袋 --- 68 | 1047293 | 122324004
包装 | 布类包装袋 | 帆布袋 --- 68 | 1047293 | 1047296
包装 | 布类包装袋 | 麻布袋 --- 68 | 1047293 | 1047299
包装 | 布类包装袋 | 棉布袋 --- 68 | 1047293 | 1047300
包装 | 布类包装袋 | 牛津布袋 --- 68 | 1047293 | 1047298
包装 | 布类包装袋 | 其他布类包装袋 --- 68 | 1047293 | 1047301
包装 | 布类包装袋 | 绒布袋 --- 68 | 1047293 | 1047297
包装 | 布类包装袋 | 色丁布袋 --- 68 | 1047293 | 122360002
包装 | 布类包装袋 | 纱布袋 --- 68 | 1047293 | 122372006
包装 | 布类包装袋 | 无纺布袋 --- 68 | 1047293 | 1048323
包装 | 布类包装袋 | 无纺布袋定制 --- 68 | 1047293 | 1047294
包装 | 辅助包装材料 | # --- 68 | 1032999 | #
包装 | 复合包装材料 | # --- 68 | 1033000 | #
包装 | 复合包装制品 | # --- 68 | 164 | #
包装 | 胶带 | 办公用品胶带 --- 68 | 10361 | 1032988
包装 | 胶带 | 电子产品胶带 --- 68 | 10361 | 122238006
包装 | 胶带 | 工业产品胶带 --- 68 | 10361 | 1032991
包装 | 胶带 | 环保产品胶带 --- 68 | 10361 | 122186001
包装 | 胶带 | 交通汽车胶带 --- 68 | 10361 | 122152003
包装 | 胶带 | 其他胶带 --- 68 | 10361 | 1032987
包装 | 胶带 | 特殊胶带 --- 68 | 10361 | 122148002
包装 | 胶带 | 医用胶带 --- 68 | 10361 | 122184002
包装 | 胶带 | 住房建筑胶带 --- 68 | 10361 | 122188001
包装 | 金属包装材料 | 其他金属包装材料 --- 68 | 1033002 | 1036289
包装 | 金属包装容器 | 金属罐 --- 68 | 10366 | 1033033
包装 | 金属包装容器 | 金属盒 --- 68 | 10366 | 1033031
包装 | 金属包装容器 | 金属软管包装 --- 68 | 10366 | 1042780
包装 | 金属包装容器 | 金属桶 --- 68 | 10366 | 1033032
包装 | 金属包装容器 | 其他金属包装容器 --- 68 | 10366 | 1033029
包装 | 零件盒 | # --- 68 | 124256014 | #
包装 | 木质包装容器 | 木盒 --- 68 | 10368 | 1033015
包装 | 木质包装容器 | 木桶 --- 68 | 10368 | 1033013
包装 | 木质包装容器 | 木箱 --- 68 | 10368 | 1033014
包装 | 木质包装容器 | 其他木质包装容器 --- 68 | 10368 | 1033011
包装 | 绳索、扎带 | 打包带 --- 68 | 10362 | 1036263
包装 | 绳索、扎带 | 结束带 --- 68 | 10362 | 1036260
包装 | 绳索、扎带 | 捆绑带 --- 68 | 10362 | 1036262
包装 | 绳索、扎带 | 捆扎绳 --- 68 | 10362 | 1036259
包装 | 绳索、扎带 | 其他绳索、扎带 --- 68 | 10362 | 1036258
包装 | 绳索、扎带 | 束线带 --- 68 | 10362 | 1036292
包装 | 绳索、扎带 | 行李绳 --- 68 | 10362 | 1036261
包装 | 塑料包装材料 | 保护膜 --- 68 | 1033003 | 1036287
包装 | 塑料包装材料 | 镀铝膜 --- 68 | 1033003 | 1036286
包装 | 塑料包装材料 | 封杯、包装膜 --- 68 | 1033003 | 1036282
包装 | 塑料包装材料 | 静电膜、收缩膜 --- 68 | 1033003 | 1036288
包装 | 塑料包装材料 | 拉伸缠绕膜 --- 68 | 1033003 | 1036285
包装 | 塑料包装材料 | 其他塑料包装材料 --- 68 | 1033003 | 1036281
包装 | 塑料包装容器 | 其他塑料包装容器 --- 68 | 10365 | 1033016
包装 | 塑料包装容器 | 塑料包装杯 --- 68 | 10365 | 1033023
包装 | 塑料包装容器 | 塑料薄膜袋 --- 68 | 10365 | 1033022
包装 | 塑料包装容器 | 塑料罐 --- 68 | 10365 | 1042825
包装 | 塑料包装容器 | 塑料盒 --- 68 | 10365 | 1033021
包装 | 塑料包装容器 | 塑料瓶、壶 --- 68 | 10365 | 1033019
包装 | 塑料包装容器 | 塑料软管包装 --- 68 | 10365 | 1036061
包装 | 塑料包装容器 | 塑料桶 --- 68 | 10365 | 1033018
包装 | 塑料包装容器 | 塑料箱 --- 68 | 10365 | 1033020
包装 | 烫金、烫印材料 | 电化铝 --- 68 | 85 | 1036279
包装 | 烫金、烫印材料 | 拉丝 --- 68 | 85 | 1036275
包装 | 烫金、烫印材料 | 镭射纸 --- 68 | 85 | 1036276
包装 | 烫金、烫印材料 | 其他烫金、烫印材料 --- 68 | 85 | 1036274
包装 | 烫金、烫印材料 | 烫金箔 --- 68 | 85 | 1036278
包装 | 烫金、烫印材料 | 烫金纸 --- 68 | 85 | 1036280
包装 | 烫金、烫印材料 | 烫印膜 --- 68 | 85 | 1036277
包装 | 陶瓷包装容器 | 其他陶瓷包装容器 --- 68 | 121562002 | 121564002
包装 | 陶瓷包装容器 | 陶瓷罐 --- 68 | 121562002 | 121572001
包装 | 陶瓷包装容器 | 陶瓷瓶 --- 68 | 121562002 | 121592001
包装 | 托盘 | 金属托盘 --- 68 | 10363 | 1032994
包装 | 托盘 | 木托盘 --- 68 | 10363 | 1032997
包装 | 托盘 | 其他托盘 --- 68 | 10363 | 1032993
包装 | 托盘 | 塑胶托盘 --- 68 | 10363 | 1036257
包装 | 托盘 | 纸托盘 --- 68 | 10363 | 1032996
包装 | 物流包装 | EPE珍珠棉 --- 68 | 121186001 | 1036283
包装 | 物流包装 | 飞机盒 --- 68 | 121186001 | 121192001
包装 | 物流包装 | 封装打包胶带 --- 68 | 121186001 | 1032992
包装 | 物流包装 | 快递标签 --- 68 | 121186001 | 121192002
包装 | 物流包装 | 快递袋 --- 68 | 121186001 | 121190001
包装 | 物流包装 | 泡沫箱 --- 68 | 121186001 | 121190002
包装 | 物流包装 | 气垫膜、气泡膜 --- 68 | 121186001 | 1036284
包装 | 物流包装 | 气泡袋 --- 68 | 121186001 | 121186002
包装 | 物流包装 | 气泡信封 --- 68 | 121186001 | 121188001
包装 | 物流包装 | 气柱袋 --- 68 | 121186001 | 121590004
包装 | 物流包装 | 塑料编织袋 --- 68 | 121186001 | 1035908
包装 | 物流包装 | 纸护角 --- 68 | 121186001 | 122150001
包装 | 物流包装 | 纸箱 --- 68 | 121186001 | 1033007
包装 | 行业专用包装 | 保健品包装 --- 68 | 1042857 | 1036312
包装 | 行业专用包装 | 茶叶包装 --- 68 | 1042857 | 1036311
包装 | 行业专用包装 | 电子元器件包装 --- 68 | 1042857 | 2329
包装 | 行业专用包装 | 服装、服饰包装 --- 68 | 1042857 | 1036319
包装 | 行业专用包装 | 烘焙包装 --- 68 | 1042857 | 122152002
包装 | 行业专用包装 | 化工包装 --- 68 | 1042857 | 121552003
包装 | 行业专用包装 | 化妆品包装 --- 68 | 1042857 | 2321
包装 | 行业专用包装 | 家用电器包装 --- 68 | 1042857 | 1036324
包装 | 行业专用包装 | 酒水、饮料包装 --- 68 | 1042857 | 1036315
包装 | 行业专用包装 | 礼品包装 --- 68 | 1042857 | 1036317
包装 | 行业专用包装 | 平板电脑防水包装 --- 68 | 1042857 | 122346003
包装 | 行业专用包装 | 日用品包装 --- 68 | 1042857 | 121542005
包装 | 行业专用包装 | 食品包装 --- 68 | 1042857 | 1036309
包装 | 行业专用包装 | 饰品包装 --- 68 | 1042857 | 1035544
包装 | 行业专用包装 | 手机防水包装 --- 68 | 1042857 | 122376004
包装 | 行业专用包装 | 数码、电子产品包装 --- 68 | 1042857 | 1042918
包装 | 行业专用包装 | 图书包装 --- 68 | 1042857 | 122174001
